resume_index,job_index,resume_id,job_id,tfidf_cosine,resume_len,job_len,resume_num_skills,job_num_skills,shared_skills_count,shared_skills_ratio,resume_word_count,resume_char_count,resume_sentence_count,job_word_count,job_char_count,job_sentence_count,fuzzy_skill_score,resume_years_experience,resume_education_level,resume_level,resume_experienced_flag,resume_remote_flag,job_years_experience,job_education_level,job_level,job_experienced_flag,job_remote_flag,job_mentor_req_flag,education_level_match,experience_level_match,years_experience_match,keyword_overlap_score,embedding_cosine,label,skill_experience_interaction,similarity_skill_interaction,remote_compatibility
3,2,27018550,job_2,0.006858787506312735,377,64,0,0,0,0.0,377,2642,17,64,335,9,0.0,20,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.0,0.22323070466518402,1,0.0,0.006858787506312735,1.0
3,3,27018550,job_3,0.006858787506312735,377,48,0,0,0,0.0,377,2642,17,48,251,7,0.0,20,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.0,0.24845491349697113,1,0.0,0.006858787506312735,1.0
3,4,27018550,job_4,0.006858787506312735,377,80,0,0,0,0.0,377,2642,17,80,419,11,0.0,20,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.0,0.2237808108329773,1,0.0,0.006858787506312735,1.0
3,5,27018550,job_5,0.006858787506312735,377,72,0,0,0,0.0,377,2642,17,72,377,10,0.0,20,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.0,0.22339120507240295,1,0.0,0.006858787506312735,1.0
4,0,17812897,job_0,0.021192108716548412,1205,40,0,0,0,0.0,1205,8853,58,40,209,6,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.1674298644065857,0,0.0,0.021192108716548412,1.0
4,1,17812897,job_1,0.021192108716548412,1205,56,0,0,0,0.0,1205,8853,58,56,293,8,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.13854947686195374,0,0.0,0.021192108716548412,1.0
4,2,17812897,job_2,0.021192108716548412,1205,64,0,0,0,0.0,1205,8853,58,64,335,9,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.13341863453388214,0,0.0,0.021192108716548412,1.0
4,3,17812897,job_3,0.021192108716548412,1205,48,0,0,0,0.0,1205,8853,58,48,251,7,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.15125784277915955,0,0.0,0.021192108716548412,1.0
4,4,17812897,job_4,0.021192108716548412,1205,80,0,0,0,0.0,1205,8853,58,80,419,11,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.12919700145721436,0,0.0,0.021192108716548412,1.0
4,5,17812897,job_5,0.021192108716548412,1205,72,0,0,0,0.0,1205,8853,58,72,377,10,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.3333333333333333,0.1316443830728531,0,0.0,0.021192108716548412,1.0
5,0,11592605,job_0,0.05488310073691805,671,40,0,0,0,0.0,671,5127,36,40,209,6,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.21689154207706451,1,0.0,0.05488310073691805,1.0
5,1,11592605,job_1,0.054883100736918045,671,56,0,0,0,0.0,671,5127,36,56,293,8,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.17304834723472595,0,0.0,0.054883100736918045,1.0
5,2,11592605,job_2,0.05488310073691805,671,64,0,0,0,0.0,671,5127,36,64,335,9,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.1574966162443161,0,0.0,0.05488310073691805,1.0
5,3,11592605,job_3,0.05488310073691806,671,48,0,0,0,0.0,671,5127,36,48,251,7,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.1949079930782318,0,0.0,0.05488310073691806,1.0
5,4,11592605,job_4,0.05488310073691805,671,80,0,0,0,0.0,671,5127,36,80,419,11,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.15139633417129517,0,0.0,0.05488310073691805,1.0
5,5,11592605,job_5,0.05488310073691805,671,72,0,0,0,0.0,671,5127,36,72,377,10,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.6666666666666666,0.15404438972473145,0,0.0,0.05488310073691805,1.0
6,0,25824789,job_0,0.016293973527311552,647,40,0,0,0,0.0,647,4995,30,40,209,6,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.24808645248413086,1,0.0,0.016293973527311552,1.0
6,1,25824789,job_1,0.016293973527311552,647,56,0,0,0,0.0,647,4995,30,56,293,8,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.21375668048858643,1,0.0,0.016293973527311552,1.0
6,2,25824789,job_2,0.016293973527311552,647,64,0,0,0,0.0,647,4995,30,64,335,9,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.20649710297584534,1,0.0,0.016293973527311552,1.0
6,3,25824789,job_3,0.016293973527311552,647,48,0,0,0,0.0,647,4995,30,48,251,7,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.22946715354919434,1,0.0,0.016293973527311552,1.0
6,4,25824789,job_4,0.016293973527311552,647,80,0,0,0,0.0,647,4995,30,80,419,11,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.1993037909269333,0,0.0,0.016293973527311552,1.0
6,5,25824789,job_5,0.016293973527311552,647,72,0,0,0,0.0,647,4995,30,72,377,10,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.20286825299263,1,0.0,0.016293973527311552,1.0
7,0,15375009,job_0,0.0077015724889298014,1111,40,0,0,0,0.0,1111,8622,84,40,209,6,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.1916290819644928,0,0.0,0.0077015724889298014,1.0
7,1,15375009,job_1,0.0077015724889298014,1111,56,0,0,0,0.0,1111,8622,84,56,293,8,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.15802903473377228,0,0.0,0.0077015724889298014,1.0
7,2,15375009,job_2,0.0077015724889298014,1111,64,0,0,0,0.0,1111,8622,84,64,335,9,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.14836587011814117,0,0.0,0.0077015724889298014,1.0
7,3,15375009,job_3,0.0077015724889298014,1111,48,0,0,0,0.0,1111,8622,84,48,251,7,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.1736416220664978,0,0.0,0.0077015724889298014,1.0
7,4,15375009,job_4,0.0077015724889298014,1111,80,0,0,0,0.0,1111,8622,84,80,419,11,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.13542549312114716,0,0.0,0.0077015724889298014,1.0
7,5,15375009,job_5,0.0077015724889298014,1111,72,0,0,0,0.0,1111,8622,84,72,377,10,0.0,0,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.14051619172096252,0,0.0,0.0077015724889298014,1.0
8,0,11847784,job_0,0.039633959268061014,823,40,0,0,0,0.0,823,6329,59,40,209,6,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.2323841154575348,1,0.0,0.039633959268061014,1.0
8,1,11847784,job_1,0.039633959268061014,823,56,0,0,0,0.0,823,6329,59,56,293,8,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.19742688536643982,0,0.0,0.039633959268061014,1.0
8,2,11847784,job_2,0.039633959268061014,823,64,0,0,0,0.0,823,6329,59,64,335,9,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.1884511113166809,0,0.0,0.039633959268061014,1.0
8,3,11847784,job_3,0.039633959268061014,823,48,0,0,0,0.0,823,6329,59,48,251,7,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.21377307176589966,1,0.0,0.039633959268061014,1.0
8,4,11847784,job_4,0.039633959268061014,823,80,0,0,0,0.0,823,6329,59,80,419,11,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.18601125478744507,0,0.0,0.039633959268061014,1.0
8,5,11847784,job_5,0.039633959268061014,823,72,0,0,0,0.0,823,6329,59,72,377,10,0.0,15,bachelor,senior,0,0,0,,,0,0,0,0.0,0.0,1.0,0.3333333333333333,0.18699222803115845,0,0.0,0.039633959268061014,1.0
9,0,32896934,job_0,0.012978668023805236,722,40,0,0,0,0.0,722,5579,30,40,209,6,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.1832233965396881,0,0.0,0.012978668023805236,1.0
9,1,32896934,job_1,0.012978668023805236,722,56,0,0,0,0.0,722,5579,30,56,293,8,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.14584079384803772,0,0.0,0.012978668023805236,1.0
9,2,32896934,job_2,0.012978668023805236,722,64,0,0,0,0.0,722,5579,30,64,335,9,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.13663415610790253,0,0.0,0.012978668023805236,1.0
9,3,32896934,job_3,0.012978668023805236,722,48,0,0,0,0.0,722,5579,30,48,251,7,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.1625399887561798,0,0.0,0.012978668023805236,1.0
9,4,32896934,job_4,0.012978668023805236,722,80,0,0,0,0.0,722,5579,30,80,419,11,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.13056066632270813,0,0.0,0.012978668023805236,1.0
9,5,32896934,job_5,0.012978668023805236,722,72,0,0,0,0.0,722,5579,30,72,377,10,0.0,0,bachelor,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.132233664393425,0,0.0,0.012978668023805236,1.0
10,0,29149998,job_0,0.03300917912333326,687,40,0,0,0,0.0,687,5060,40,40,209,6,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.24043503403663635,1,0.0,0.03300917912333326,1.0
10,1,29149998,job_1,0.03300917912333326,687,56,0,0,0,0.0,687,5060,40,56,293,8,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.20155829191207886,1,0.0,0.03300917912333326,1.0
10,2,29149998,job_2,0.03300917912333326,687,64,0,0,0,0.0,687,5060,40,64,335,9,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.18904447555541992,0,0.0,0.03300917912333326,1.0
10,3,29149998,job_3,0.03300917912333326,687,48,0,0,0,0.0,687,5060,40,48,251,7,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.21994531154632568,1,0.0,0.03300917912333326,1.0
10,4,29149998,job_4,0.03300917912333326,687,80,0,0,0,0.0,687,5060,40,80,419,11,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.18209965527057648,0,0.0,0.03300917912333326,1.0
10,5,29149998,job_5,0.03300917912333326,687,72,0,0,0,0.0,687,5060,40,72,377,10,0.0,3,,,0,0,0,,,0,0,0,0.5,0.5,1.0,0.3333333333333333,0.1839119791984558,0,0.0,0.03300917912333326,1.0
11,0,11480899,job_0,0.027960409655413146,1120,40,0,0,0,0.0,1120,8349,41,40,209,6,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.17866045236587524,0,0.0,0.027960409655413146,1.0
11,1,11480899,job_1,0.027960409655413142,1120,56,0,0,0,0.0,1120,8349,41,56,293,8,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.14975766837596893,0,0.0,0.027960409655413142,1.0
11,2,11480899,job_2,0.027960409655413146,1120,64,0,0,0,0.0,1120,8349,41,64,335,9,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.1439264714717865,0,0.0,0.027960409655413146,1.0
11,3,11480899,job_3,0.027960409655413146,1120,48,0,0,0,0.0,1120,8349,41,48,251,7,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.162562757730484,0,0.0,0.027960409655413146,1.0
11,4,11480899,job_4,0.027960409655413146,1120,80,0,0,0,0.0,1120,8349,41,80,419,11,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.13871294260025024,0,0.0,0.027960409655413146,1.0
11,5,11480899,job_5,0.027960409655413142,1120,72,0,0,0,0.0,1120,8349,41,72,377,10,0.0,0,master,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.3333333333333333,0.14068377017974854,0,0.0,0.027960409655413142,1.0
12,0,23155093,job_0,0.004501980557282109,742,40,0,0,0,0.0,742,5331,37,40,209,6,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.2642172574996948,1,0.0,0.004501980557282109,1.0
12,1,23155093,job_1,0.004501980557282109,742,56,0,0,0,0.0,742,5331,37,56,293,8,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.22926345467567444,1,0.0,0.004501980557282109,1.0
12,2,23155093,job_2,0.004501980557282109,742,64,0,0,0,0.0,742,5331,37,64,335,9,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.21884416043758392,1,0.0,0.004501980557282109,1.0
12,3,23155093,job_3,0.004501980557282109,742,48,0,0,0,0.0,742,5331,37,48,251,7,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.2440999150276184,1,0.0,0.004501980557282109,1.0
12,4,23155093,job_4,0.004501980557282109,742,80,0,0,0,0.0,742,5331,37,80,419,11,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.20805954933166504,1,0.0,0.004501980557282109,1.0
12,5,23155093,job_5,0.004501980557282109,742,72,0,0,0,0.0,742,5331,37,72,377,10,0.0,0,associate,junior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.21236082911491394,1,0.0,0.004501980557282109,1.0
13,0,11763983,job_0,0.04265096462545456,717,40,0,0,0,0.0,717,5247,45,40,209,6,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.20350712537765503,1,0.0,0.04265096462545456,1.0
13,1,11763983,job_1,0.04265096462545456,717,56,0,0,0,0.0,717,5247,45,56,293,8,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.16462233662605286,0,0.0,0.04265096462545456,1.0
13,2,11763983,job_2,0.04265096462545456,717,64,0,0,0,0.0,717,5247,45,64,335,9,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.1546420454978943,0,0.0,0.04265096462545456,1.0
13,3,11763983,job_3,0.04265096462545457,717,48,0,0,0,0.0,717,5247,45,48,251,7,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.1830337941646576,0,0.0,0.04265096462545457,1.0
13,4,11763983,job_4,0.04265096462545456,717,80,0,0,0,0.0,717,5247,45,80,419,11,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.15088990330696106,0,0.0,0.04265096462545456,1.0
13,5,11763983,job_5,0.04265096462545456,717,72,0,0,0,0.0,717,5247,45,72,377,10,0.0,0,,,0,0,0,,,0,0,0,0.5,0.5,0.5,0.3333333333333333,0.15179136395454407,0,0.0,0.04265096462545456,1.0
14,0,27490876,job_0,0.01612824289598301,727,40,0,0,0,0.0,727,5796,52,40,209,6,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.24872511625289917,1,0.0,0.01612824289598301,1.0
14,1,27490876,job_1,0.01612824289598301,727,56,0,0,0,0.0,727,5796,52,56,293,8,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.21610119938850403,1,0.0,0.01612824289598301,1.0
14,2,27490876,job_2,0.01612824289598301,727,64,0,0,0,0.0,727,5796,52,64,335,9,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.208074688911438,1,0.0,0.01612824289598301,1.0
14,3,27490876,job_3,0.01612824289598301,727,48,0,0,0,0.0,727,5796,52,48,251,7,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.23099440336227417,1,0.0,0.01612824289598301,1.0
14,4,27490876,job_4,0.01612824289598301,727,80,0,0,0,0.0,727,5796,52,80,419,11,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.2091604769229889,1,0.0,0.01612824289598301,1.0
14,5,27490876,job_5,0.01612824289598301,727,72,0,0,0,0.0,727,5796,52,72,377,10,0.0,0,associate,senior,0,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.20779412984848022,1,0.0,0.01612824289598301,1.0
15,0,32977530,job_0,0.009172945078887192,768,40,0,0,0,0.0,768,5594,45,40,209,6,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.2139519453048706,1,0.0,0.009172945078887192,1.0
15,1,32977530,job_1,0.009172945078887192,768,56,0,0,0,0.0,768,5594,45,56,293,8,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.17020606994628906,0,0.0,0.009172945078887192,1.0
15,2,32977530,job_2,0.009172945078887192,768,64,0,0,0,0.0,768,5594,45,64,335,9,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.15647175908088684,0,0.0,0.009172945078887192,1.0
15,3,32977530,job_3,0.009172945078887192,768,48,0,0,0,0.0,768,5594,45,48,251,7,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.19063648581504822,0,0.0,0.009172945078887192,1.0
15,4,32977530,job_4,0.009172945078887192,768,80,0,0,0,0.0,768,5594,45,80,419,11,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.1495256870985031,0,0.0,0.009172945078887192,1.0
15,5,32977530,job_5,0.009172945078887192,768,72,0,0,0,0.0,768,5594,45,72,377,10,0.0,0,,expert,0,0,0,,,0,0,0,0.5,0.0,0.5,0.0,0.1528186798095703,0,0.0,0.009172945078887192,1.0
16,0,93002334,job_0,0.018475395097210495,700,40,0,0,0,0.0,700,5212,44,40,209,6,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.1769477128982544,0,0.0,0.018475395097210495,1.0
16,1,93002334,job_1,0.018475395097210492,700,56,0,0,0,0.0,700,5212,44,56,293,8,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.14167067408561707,0,0.0,0.018475395097210492,1.0
16,2,93002334,job_2,0.018475395097210495,700,64,0,0,0,0.0,700,5212,44,64,335,9,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.13453243672847748,0,0.0,0.018475395097210495,1.0
16,3,93002334,job_3,0.018475395097210495,700,48,0,0,0,0.0,700,5212,44,48,251,7,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.1586063951253891,0,0.0,0.018475395097210495,1.0
16,4,93002334,job_4,0.018475395097210495,700,80,0,0,0,0.0,700,5212,44,80,419,11,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.1306474804878235,0,0.0,0.018475395097210495,1.0
16,5,93002334,job_5,0.018475395097210492,700,72,0,0,0,0.0,700,5212,44,72,377,10,0.0,0,bachelor,senior,1,0,0,,,0,0,0,0.0,0.0,0.5,0.0,0.13212960958480835,0,0.0,0.018475395097210492,1.0
17,0,24184357,job_0,0.031509042077979076,1092,40,0,0,0,0.0,1092,8679,47,40,209,6,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.2844449281692505,1,0.0,0.031509042077979076,1.0
17,1,24184357,job_1,0.03150904207797907,1092,56,0,0,0,0.0,1092,8679,47,56,293,8,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.2511492669582367,1,0.0,0.03150904207797907,1.0
17,2,24184357,job_2,0.031509042077979076,1092,64,0,0,0,0.0,1092,8679,47,64,335,9,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.24482733011245728,1,0.0,0.031509042077979076,1.0
17,3,24184357,job_3,0.031509042077979076,1092,48,0,0,0,0.0,1092,8679,47,48,251,7,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.26631632447242737,1,0.0,0.031509042077979076,1.0
17,4,24184357,job_4,0.031509042077979076,1092,80,0,0,0,0.0,1092,8679,47,80,419,11,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.24094736576080322,1,0.0,0.031509042077979076,1.0
17,5,24184357,job_5,0.03150904207797907,1092,72,0,0,0,0.0,1092,8679,47,72,377,10,0.0,0,,entry,0,0,0,,,0,0,0,0.5,0.0,0.5,0.6666666666666666,0.2427276372909546,1,0.0,0.03150904207797907,1.0
18,0,73077810,job_0,0.011635902858046315,640,40,0,0,0,0.0,640,4925,16,40,209,6,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.2946087121963501,1,0.0,0.011635902858046315,1.0
18,1,73077810,job_1,0.011635902858046315,640,56,0,0,0,0.0,640,4925,16,56,293,8,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.2526363134384155,1,0.0,0.011635902858046315,1.0
18,2,73077810,job_2,0.011635902858046315,640,64,0,0,0,0.0,640,4925,16,64,335,9,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.24131566286087036,1,0.0,0.011635902858046315,1.0
18,3,73077810,job_3,0.011635902858046315,640,48,0,0,0,0.0,640,4925,16,48,251,7,0.0,0,associate,,0,0,0,,,0,0,0,0.0,0.5,0.5,0.0,0.2722474932670593,1,0.0,0.011635902858046315,1.0
